"","away_team_api_id","home_team_api_id","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassingClass","H_chanceCreationCrossingClass","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressureClass","H_defenceAggressionClass","H_defenceTeamWidthClass","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassingClass","A_chanceCreationCrossingClass","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressureClass","A_defenceAggressionClass","A_defenceTeamWidthClass","result"
"1621",8466,8668,841,754,880,811,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1622",8456,9879,839,883,861,946,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1623",8586,10260,863,868,911,920,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1624",8650,9850,787,853,829,917,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1626",10003,10194,816,793,873,873,3,1,3,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1627",8528,8472,818,800,881,846,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1628",8603,9864,812,779,851,815,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1629",8315,8560,783,810,834,858,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1630",8394,10267,846,764,905,829,1,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"1631",8634,8302,834,950,882,982,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1633",8370,10281,746,761,785,794,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1634",9906,8558,791,825,853,899,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,3
"1635",8581,8371,776,810,805,822,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1636",9910,7878,797,753,842,821,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1637",9783,8633,912,791,965,842,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,2,3,2,2,3,2,2
"1638",8654,10172,836,795,870,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3
"1639",8661,8305,806,770,843,817,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1640",8302,9910,762,813,814,864,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1641",9850,8455,894,783,943,830,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1642",8472,8456,886,816,931,881,2,1,2,2,2,2,2,1,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1644",10172,8659,811,847,848,865,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1645",9825,8654,790,852,838,909,2,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1648",8560,8603,759,785,818,846,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,2
"1649",8305,8394,774,806,826,842,2,1,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"1650",9783,8370,753,801,794,843,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"1652",10260,10261,814,858,881,920,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1654",10252,8586,858,772,921,845,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1655",9864,9906,856,820,913,849,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"1656",8371,8315,817,781,864,821,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,3,2
"1657",10267,8581,800,844,822,894,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1658",7878,8661,776,798,823,832,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,3
"1660",10252,9879,831,794,860,854,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1661",9798,8650,812,751,884,801,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1662",10194,10260,865,804,919,869,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1663",9825,9850,792,857,830,907,2,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,2
"1664",8528,10003,794,792,868,833,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1665",8455,8586,845,903,903,943,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1666",8456,8659,801,887,853,943,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1667",8466,8654,805,784,856,839,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1668",10281,9864,803,750,845,793,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1669",8315,10267,831,831,896,880,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1670",9910,8633,917,746,963,802,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1671",8634,9783,792,919,824,959,2,1,2,2,2,2,3,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1674",8370,8558,811,743,859,797,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1675",9906,8560,783,825,834,897,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,3
"1677",8581,8305,806,805,851,815,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1678",8394,7878,790,760,833,824,2,1,2,2,3,3,2,2,2,3,3,2,1,1,2,2,2,2,2,2,3,2,3
"1679",8661,8302,830,764,881,818,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1680",10172,9825,864,847,914,897,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1682",10003,8456,882,794,944,875,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1685",8654,8528,797,809,840,847,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
"1687",10267,8603,754,801,821,886,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1689",8634,8370,755,927,802,966,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1690",10260,8455,883,874,941,931,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1692",8659,10261,835,813,879,858,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1693",8586,8466,777,871,833,921,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1694",8371,9906,843,768,906,807,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2
"1695",8305,8315,817,804,862,842,2,1,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"1696",7878,8581,792,791,816,825,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1697",8302,8394,777,845,837,876,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1698",8633,8661,777,937,828,973,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1701",9825,10260,865,876,927,916,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,2
"1702",10194,9850,795,807,836,867,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1703",10252,8472,817,768,875,855,3,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,3
"1705",8528,8586,855,803,912,841,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1707",8370,9864,807,769,843,797,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1708",9906,10267,846,843,906,903,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1709",8394,8633,919,762,963,831,2,1,2,1,3,2,3,1,2,3,3,2,1,1,2,2,2,2,2,2,3,2,2
"1710",9910,8634,924,752,974,813,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1713",8558,8560,780,784,826,847,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1714",10281,8371,777,745,806,796,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,2,3
"1715",8315,7878,799,808,837,854,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,3
"1717",8661,9783,786,780,825,824,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1718",8466,8659,810,769,858,840,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1719",8603,8305,809,763,844,823,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1720",7878,8603,766,794,812,825,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,3
"1722",10260,10252,757,873,841,928,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1723",8472,8668,841,824,880,887,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1726",10172,10194,824,833,876,886,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1727",8659,8528,801,799,841,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1728",8560,9864,814,792,852,848,2,1,2,2,3,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,3
"1729",8371,8558,791,768,842,808,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,3
"1730",9783,8394,777,785,837,844,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"1731",9910,8370,770,756,798,820,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1733",8586,8456,882,871,940,921,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1734",8654,10261,826,800,895,838,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3
"1736",8305,9906,844,809,911,843,2,1,2,2,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1737",8302,8315,826,844,875,883,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1738",8633,8581,800,920,822,948,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1739",8634,8661,770,958,814,986,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1740",8586,9825,883,862,930,917,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1741",8528,8650,835,796,902,848,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1742",10252,8456,896,752,955,846,2,1,2,2,2,2,2,1,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1743",10003,10261,819,793,882,849,2,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1744",10260,9850,795,872,836,921,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1745",8466,10172,823,759,882,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1746",8668,9798,753,851,783,875,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1747",8455,8659,800,872,853,925,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1749",8558,10267,843,783,900,846,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1750",8315,8633,917,809,958,854,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1751",8394,8634,919,819.5939669,966,868.0962077,1,1,1,1,2,1,2,1,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"1752",8472,9879,825,827,861,879,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,3
"1753",10281,8305,811,741,849,785,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1754",9906,7878,800,837,841,904,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,3
"1755",8603,8302,834,773,880,810,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1756",8581,9783,788,803,817,816,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1759",8370,8560,802,760,857,788,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1763",10172,10260,865,807,919,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1764",9879,10194,816,832,875,849,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1765",8659,8472,821,802,876,844,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1766",9798,8528,789,742,839,786,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1767",10267,9864,817,822,853,898,2,1,2,2,3,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1768",7878,10281,741,800,777,818,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1769",8633,8603,756,938,815,967,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,2
"1770",8661,8370,817.8481077,786,868.4805294,842,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1772",10261,8466,748,822,839,891,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1774",8654,8586,862,802,924,862,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
"1775",8305,8558,769,812,842,853,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"1776",8302,9906,848,823,907,864,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1778",8634,8581,803,956,824,986,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1779",9910,8394,775,755,827,823,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,3
"1780",9798,10252,754,735,835,785,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1782",8654,10260,854,796,920,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
"1784",10261,10194,816,830,875,888,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1785",8659,10003,783,805,859,850,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1786",8650,8586,867,874,919,921,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1787",8456,8528,787,883,840,940,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1790",8370,8371,770,819.5939669,801,868.0962077,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1791",10003,9825,858,793,927,857,1,1,1,2,2,2,1,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1792",8586,9879,819,851,856,916,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1793",8466,8650,859,759,916,855,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1796",10260,9798,743,871,782,919,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1797",10194,8659,798,812,835,878,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,3
"1798",8455,8654,802,893,836,935,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1799",8560,10267,832,806,903,868,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,3
"1800",9864,8305,811,808,847,845,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"1801",9906,8633,918,849,961,914,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,3,2,2,2,2,3,2,2
"1802",8315,8634,921,815,978,864,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1803",8472,9850,779,817,829,877,2,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1805",8603,9783,780,776,825,803,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1808",8528,10261,832,788,895,838,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1809",10281,8302,836,743,884,787,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1811",8659,9825,869,805,931,841,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1813",9798,8466,763,735,842,785,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1814",8455,8472,819,890,885,937,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1815",9850,10003,785,779,860,829,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1817",10267,8371,774,816,794,904,2,1,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"1819",7878,9864,812,797,851,815,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1820",8633,10281,749,920,784,948,2,1,2,2,2,3,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1821",8586,8668,840,854,881,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1822",10260,8456,889,874,950,931,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1823",8650,8654,796,846,831,904,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1824",9783,9906,847,780,907,825,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"1825",8634,8603,759,947,817,980,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1826",9910,8315,814,755,859,816,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1827",8661,8581,785,788,824,844,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1828",10261,9879,822,843,851,899,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1829",8394,8370,817.8481077,762,868.4805294,830,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,3
"1830",9798,8472,818,741,884,777,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1831",10252,8650,871,750,916,837,2,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,3
"1832",8472,10260,881,824,944,883,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1833",8456,10261,825,881,887,942,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1834",8528,9850,786,783,827,839,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1835",9879,10172,819,845,864,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1837",8315,8661,794,819.5939669,841,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,3
"1840",9864,8302,824,820,894,849,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3
"1841",10003,8586,855,789,910,859,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1844",9906,8634,924,827,974,902,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1845",8581,8394,817.8481077,776,868.4805294,815,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1846",8370,10267,841,760,910,800,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1847",9825,9798,757,870,785,931,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1849",8603,9910,779,776,825,815,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1850",8302,8560,802,831,860,879,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1851",9783,8558,815,786,850,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"1852",8581,8370,817.8481077,773,868.4805294,813,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1853",8305,10267,844,812,907,845,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1854",9910,9906,843,746,896,816,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1855",9879,8650,878,804,918,840,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1856",9798,8456,863,758,933,800,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1857",10172,10261,826,819,887,866,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1858",8472,8466,766,824,853,887,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,3
"1860",9850,8659,800,782,853,829,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1861",8668,8654,804,844,838,868,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1862",9825,8528,786,872,834,931,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1863",7878,8371,775,819.5939669,800,819,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,3,3
"1864",8633,9864,813,819.5939669,854,951,2,1,2,2,3,3,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,2
"1865",8634,10281,740,945,781,981,2,1,2,2,2,3,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1866",8661,8603,769,790,810,844,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1867",8394,8315,817.8481077,764,868.4805294,834,2,1,2,2,2,3,2,2,2,3,3,2,1,1,2,2,2,2,2,2,3,2,3
"1868",10252,8455,878,754,936,842,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1870",8586,10252,762,861,832,922,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1871",8528,8668,833,777,863,823,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1873",10261,10260,875,815,918,884,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1874",8455,9850,787,878,828,929,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1875",8659,10172,800,791,863,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1877",8650,10194,816,836,878,907,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1878",8456,8472,810,885,877,951,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1879",10261,9825,869,817,933,892,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1880",8528,10252,775,792,857,847,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1881",10003,9879,807,798,863,848,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1882",8659,10260,876,793,929,844,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1883",8456,9850,787,889,830,953,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1884",8654,9798,772,808,814,843,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
"1886",8586,8472,814,854,876,922,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1887",8455,8668,835,905,870,941,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1888",8650,10172,813,843,867,903,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1889",10194,8456,899,803,930,852,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
"1892",9798,8586,861,767,912,799,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1893",9879,8659,788,798,834,856,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,3
"1894",9850,8654,785,785,820,846,3,1,3,2,2,3,1,2,1,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1895",10260,8528,812,868,841,908,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
