"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"3435","2013-02-09","2012/2013","9798","10194","1","2","816","750","849","785","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","win"
"3436","2013-02-09","2012/2013","9825","8472","1","0","804","868","858","920","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","lose"
"3437","2013-02-09","2012/2013","10172","10003","1","4","812","822","863","861","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","win"
"3438","2013-02-09","2012/2013","10261","8586","1","2","862","832","919","884","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","win"
"23191","2013-02-09","2012/2013","9864","8581","2","1","806","854","835","882","57","Balanced","Little","63","Mixed","Organised","55","Normal","61","Normal","52","Normal","Organised","47","Medium","52","Press","56","Normal","45","Balanced","Little","36","Mixed","Organised","72","Risky","69","Lots","50","Normal","Organised","64","Medium","58","Press","42","Normal","lose"
"23193","2013-02-09","2012/2013","8371","8661","1","1","802","777","844","821","62","Balanced","Little","57","Mixed","Organised","53","Normal","57","Normal","53","Normal","Organised","59","Medium","41","Press","56","Normal","38","Balanced","Little","52","Mixed","Organised","55","Normal","59","Normal","54","Normal","Organised","47","Medium","52","Press","69","Wide","draw"
"23194","2013-02-09","2012/2013","10267","9910","1","0","783","849","834","889","53","Balanced","Little","62","Mixed","Organised","59","Normal","68","Lots","52","Normal","Free Form","42","Medium","52","Press","68","Wide","20","Slow","Little","35","Mixed","Organised","38","Normal","56","Normal","55","Normal","Organised","51","Medium","38","Press","59","Normal","lose"
"23196","2013-02-09","2012/2013","7878","9783","3","0","786","791","819","822","56","Balanced","Little","46","Mixed","Organised","38","Normal","52","Normal","68","Lots","Organised","45","Medium","50","Press","59","Normal","52","Balanced","Little","37","Mixed","Organised","72","Risky","76","Lots","52","Normal","Organised","49","Medium","45","Press","68","Wide","lose"
"23197","2013-02-09","2012/2013","8302","8633","1","4","896","840","943","888","50","Balanced","Little","41","Mixed","Organised","68","Risky","54","Normal","72","Lots","Free Form","39","Medium","49","Press","65","Normal","65","Balanced","Little","65","Mixed","Organised","53","Normal","57","Normal","38","Normal","Organised","38","Medium","49","Press","55","Normal","win"
"3429","2013-02-10","2012/2013","8654","10252","1","2","777","798","851","818","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","72","Fast","Little","73","Long","Organised","61","Normal","74","Lots","32","Little","Organised","30","Deep","37","Press","41","Normal","win"
"3432","2013-02-10","2012/2013","8668","10260","0","2","867","861","915","884","46","Balanced","Little","38","Mixed","Organised","46","Normal","68","Lots","37","Normal","Organised","49","Medium","49","Press","56","Normal","58","Balanced","Little","62","Mixed","Organised","48","Normal","59","Normal","32","Little","Organised","41","Medium","44","Press","59","Normal","win"
"23188","2013-02-10","2012/2013","9906","8370","1","2","795","851","833","903","45","Balanced","Little","44","Mixed","Free Form","44","Normal","44","Normal","47","Normal","Organised","63","Medium","51","Press","59","Normal","47","Balanced","Little","51","Mixed","Organised","70","Risky","65","Normal","54","Normal","Organised","52","Medium","37","Press","55","Normal","win"
"23190","2013-02-10","2012/2013","8558","8315","4","0","826","","881","838","46","Balanced","Little","38","Mixed","Organised","52","Normal","73","Lots","37","Normal","Free Form","37","Medium","60","Press","68","Wide","50","Balanced","Little","44","Mixed","Organised","52","Normal","60","Normal","40","Normal","Free Form","37","Medium","40","Press","45","Normal","lose"
"23192","2013-02-10","2012/2013","8560","8394","2","1","786","820","833","863","38","Balanced","Little","23","Short","Organised","53","Normal","56","Normal","57","Normal","Organised","51","Medium","46","Press","61","Normal","28","Slow","Little","36","Mixed","Organised","60","Normal","52","Normal","59","Normal","Organised","48","Medium","53","Press","70","Wide","lose"
"23195","2013-02-10","2012/2013","8305","8634","1","6","909","","954","836","35","Balanced","Little","32","Short","Free Form","37","Normal","31","Little","35","Normal","Free Form","61","Medium","63","Press","65","Normal","29","Slow","Little","40","Mixed","Organised","58","Normal","42","Normal","52","Normal","Organised","49","Medium","45","Press","47","Normal","win"
"3431","2013-02-11","2012/2013","8659","8650","2","0","854","808","894","846","39","Balanced","Little","44","Mixed","Organised","42","Normal","34","Normal","54","Normal","Organised","59","Medium","52","Press","61","Normal","55","Balanced","Little","54","Mixed","Organised","57","Normal","53","Normal","57","Normal","Organised","33","Deep","31","Contain","49","Normal","lose"
"23189","2013-02-11","2012/2013","10281","8603","0","0","802","780","845","811","59","Balanced","Little","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","55","Balanced","Little","54","Mixed","Organised","58","Normal","73","Lots","41","Normal","Organised","51","Medium","50","Press","60","Normal","draw"
"23206","2013-02-15","2012/2013","9783","8302","1","3","824","800","885","833","65","Balanced","Little","65","Mixed","Organised","53","Normal","57","Normal","38","Normal","Organised","38","Medium","49","Press","55","Normal","56","Balanced","Little","46","Mixed","Organised","38","Normal","52","Normal","68","Lots","Organised","45","Medium","50","Press","59","Normal","win"
"23200","2013-02-16","2012/2013","8315","9864","0","1","826","816","870","867","45","Balanced","Little","36","Mixed","Organised","72","Risky","69","Lots","50","Normal","Organised","64","Medium","58","Press","42","Normal","46","Balanced","Little","38","Mixed","Organised","52","Normal","73","Lots","37","Normal","Free Form","37","Medium","60","Press","68","Wide","win"
"23202","2013-02-16","2012/2013","8394","8371","0","1","791","780","815","831","38","Balanced","Little","52","Mixed","Organised","55","Normal","59","Normal","54","Normal","Organised","47","Medium","52","Press","69","Wide","38","Balanced","Little","23","Short","Organised","53","Normal","56","Normal","57","Normal","Organised","51","Medium","46","Press","61","Normal","win"
"23204","2013-02-16","2012/2013","9910","8305","1","3","809","769","844","834","29","Slow","Little","40","Mixed","Organised","58","Normal","42","Normal","52","Normal","Organised","49","Medium","45","Press","47","Normal","53","Balanced","Little","62","Mixed","Organised","59","Normal","68","Lots","52","Normal","Free Form","42","Medium","52","Press","68","Wide","win"
"23205","2013-02-16","2012/2013","8634","7878","2","1","790","936","826","971","52","Balanced","Little","37","Mixed","Organised","72","Risky","76","Lots","52","Normal","Organised","49","Medium","45","Press","68","Wide","35","Balanced","Little","32","Short","Free Form","37","Normal","31","Little","35","Normal","Free Form","61","Medium","63","Press","65","Normal","lose"
"3441","2013-02-17","2012/2013","10003","8650","0","5","868","777","903","834","39","Balanced","Little","44","Mixed","Organised","42","Normal","34","Normal","54","Normal","Organised","59","Medium","52","Press","61","Normal","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","win"
"23198","2013-02-17","2012/2013","9906","10281","3","0","781","880","806","930","55","Balanced","Little","54","Mixed","Organised","58","Normal","73","Lots","41","Normal","Organised","51","Medium","50","Press","60","Normal","47","Balanced","Little","51","Mixed","Organised","70","Risky","65","Normal","54","Normal","Organised","52","Medium","37","Press","55","Normal","lose"
"23199","2013-02-17","2012/2013","8603","8558","0","1","796","795","836","840","50","Balanced","Little","44","Mixed","Organised","52","Normal","60","Normal","40","Normal","Free Form","37","Medium","40","Press","45","Normal","59","Balanced","Little","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","win"
"23201","2013-02-17","2012/2013","8581","8560","1","1","816","806","858","826","28","Slow","Little","36","Mixed","Organised","60","Normal","52","Normal","59","Normal","Organised","48","Medium","53","Press","70","Wide","57","Balanced","Little","63","Mixed","Organised","55","Normal","61","Normal","52","Normal","Organised","47","Medium","52","Press","56","Normal","draw"
"23203","2013-02-17","2012/2013","8661","10267","0","2","857","799","912","830","20","Slow","Little","35","Mixed","Organised","38","Normal","56","Normal","55","Normal","Organised","51","Medium","38","Press","59","Normal","62","Balanced","Little","57","Mixed","Organised","53","Normal","57","Normal","53","Normal","Organised","59","Medium","41","Press","56","Normal","win"
"23207","2013-02-17","2012/2013","8370","8633","0","2","901","800","942","824","50","Balanced","Little","41","Mixed","Organised","68","Risky","54","Normal","72","Lots","Free Form","39","Medium","49","Press","65","Normal","45","Balanced","Little","44","Mixed","Free Form","44","Normal","44","Normal","47","Normal","Organised","63","Medium","51","Press","59","Normal","win"
"23211","2013-02-22","2012/2013","8560","8315","3","1","814","818","870","860","46","Balanced","Little","38","Mixed","Organised","52","Normal","73","Lots","37","Normal","Free Form","37","Medium","60","Press","68","Wide","28","Slow","Little","36","Mixed","Organised","60","Normal","52","Normal","59","Normal","Organised","48","Medium","53","Press","70","Wide","lose"
"3439","2013-02-23","2012/2013","10252","9825","1","2","864","773","911","849","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","win"
"3440","2013-02-23","2012/2013","10194","9879","0","1","828","799","851","850","52","Balanced","Little","49","Mixed","Organised","49","Normal","56","Normal","59","Normal","Organised","39","Medium","39","Press","57","Normal","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","win"
"3444","2013-02-23","2012/2013","8668","9850","1","2","800","853","835","881","70","Fast","Little","70","Long","Organised","56","Normal","67","Lots","48","Normal","Organised","40","Medium","43","Press","53","Normal","58","Balanced","Little","62","Mixed","Organised","48","Normal","59","Normal","32","Little","Organised","41","Medium","44","Press","59","Normal","win"
"3445","2013-02-23","2012/2013","10260","10172","2","0","817","884","863","918","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","46","Balanced","Little","38","Mixed","Organised","46","Normal","68","Lots","37","Normal","Organised","49","Medium","49","Press","56","Normal","lose"
"3446","2013-02-23","2012/2013","8528","9798","3","0","762","811","793","840","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","38","Balanced","Little","39","Mixed","Organised","43","Normal","42","Normal","34","Normal","Free Form","56","Medium","52","Press","44","Normal","lose"
"3447","2013-02-23","2012/2013","8472","8659","1","2","806","813","849","855","55","Balanced","Little","54","Mixed","Organised","57","Normal","53","Normal","57","Normal","Organised","33","Deep","31","Contain","49","Normal","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","win"
"23213","2013-02-23","2012/2013","10267","8394","2","2","","829","","894","38","Balanced","Little","23","Short","Organised","53","Normal","56","Normal","57","Normal","Organised","51","Medium","46","Press","61","Normal","20","Slow","Little","35","Mixed","Organised","38","Normal","56","Normal","55","Normal","Organised","51","Medium","38","Press","59","Normal","draw"
"23214","2013-02-23","2012/2013","8305","8661","3","1","795","810","833","849","62","Balanced","Little","57","Mixed","Organised","53","Normal","57","Normal","53","Normal","Organised","59","Medium","41","Press","56","Normal","29","Slow","Little","40","Mixed","Organised","58","Normal","42","Normal","52","Normal","Organised","49","Medium","45","Press","47","Normal","lose"
"23216","2013-02-23","2012/2013","8302","8634","1","2","911","832","961","877","35","Balanced","Little","32","Short","Free Form","37","Normal","31","Little","35","Normal","Free Form","61","Medium","63","Press","65","Normal","65","Balanced","Little","65","Mixed","Organised","53","Normal","57","Normal","38","Normal","Organised","38","Medium","49","Press","55","Normal","win"
"23217","2013-02-23","2012/2013","8633","9783","2","1","801","889","829","915","56","Balanced","Little","46","Mixed","Organised","38","Normal","52","Normal","68","Lots","Organised","45","Medium","50","Press","59","Normal","50","Balanced","Little","41","Mixed","Organised","68","Risky","54","Normal","72","Lots","Free Form","39","Medium","49","Press","65","Normal","lose"
"3442","2013-02-24","2012/2013","8455","8456","0","2","877","906","932","933","36","Balanced","Little","34","Mixed","Organised","39","Normal","44","Normal","38","Normal","Free Form","42","Medium","44","Press","54","Normal","46","Balanced","Little","41","Mixed","Organised","46","Normal","61","Normal","63","Normal","Organised","42","Medium","43","Press","46","Normal","win"
"3443","2013-02-24","2012/2013","8466","10261","2","4","829","804","881","859","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","win"
"23208","2013-02-24","2012/2013","10281","8370","2","1","799","777","829","813","45","Balanced","Little","44","Mixed","Free Form","44","Normal","44","Normal","47","Normal","Organised","63","Medium","51","Press","59","Normal","55","Balanced","Little","54","Mixed","Organised","58","Normal","73","Lots","41","Normal","Organised","51","Medium","50","Press","60","Normal","lose"
"23209","2013-02-24","2012/2013","8558","9906","0","1","880","","920","838","47","Balanced","Little","51","Mixed","Organised","70","Risky","65","Normal","54","Normal","Organised","52","Medium","37","Press","55","Normal","50","Balanced","Little","44","Mixed","Organised","52","Normal","60","Normal","40","Normal","Free Form","37","Medium","40","Press","45","Normal","win"
"23210","2013-02-24","2012/2013","9864","8603","0","3","808","805","849","841","59","Balanced","Little","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","45","Balanced","Little","36","Mixed","Organised","72","Risky","69","Lots","50","Normal","Organised","64","Medium","58","Press","42","Normal","win"
"23215","2013-02-24","2012/2013","7878","9910","1","2","789","791","840","830","53","Balanced","Little","62","Mixed","Organised","59","Normal","68","Lots","52","Normal","Free Form","42","Medium","52","Press","68","Wide","52","Balanced","Little","37","Mixed","Organised","72","Risky","76","Lots","52","Normal","Organised","49","Medium","45","Press","68","Wide","win"
"3448","2013-02-25","2012/2013","8586","8654","3","2","787","874","817","937","72","Fast","Little","73","Long","Organised","61","Normal","74","Lots","32","Little","Organised","30","Deep","37","Press","41","Normal","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","lose"
"23212","2013-02-25","2012/2013","8371","8581","2","0","804","775","839","819","57","Balanced","Little","63","Mixed","Organised","55","Normal","61","Normal","52","Normal","Organised","47","Medium","52","Press","56","Normal","38","Balanced","Little","52","Mixed","Organised","55","Normal","59","Normal","54","Normal","Organised","47","Medium","52","Press","69","Wide","lose"
"23223","2013-03-01","2012/2013","8394","8305","0","2","807","779","844","813","29","Slow","Little","40","Mixed","Organised","58","Normal","42","Normal","52","Normal","Organised","49","Medium","45","Press","47","Normal","38","Balanced","Little","23","Short","Organised","53","Normal","56","Normal","57","Normal","Organised","51","Medium","46","Press","61","Normal","win"
"3450","2013-03-02","2012/2013","8659","8455","0","1","885","801","931","838","46","Balanced","Little","41","Mixed","Organised","46","Normal","61","Normal","63","Normal","Organised","42","Medium","43","Press","46","Normal","55","Balanced","Little","54","Mixed","Organised","57","Normal","53","Normal","57","Normal","Organised","33","Deep","31","Contain","49","Normal","win"
"3451","2013-03-02","2012/2013","9798","8668","1","3","833","768","870","792","58","Balanced","Little","62","Mixed","Organised","48","Normal","59","Normal","32","Little","Organised","41","Medium","44","Press","59","Normal","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","win"
"3452","2013-03-02","2012/2013","9850","10260","0","4","884","786","926","843","46","Balanced","Little","38","Mixed","Organised","46","Normal","68","Lots","37","Normal","Organised","49","Medium","49","Press","56","Normal","70","Fast","Little","70","Long","Organised","56","Normal","67","Lots","48","Normal","Organised","40","Medium","43","Press","53","Normal","win"
"3453","2013-03-02","2012/2013","10172","8466","2","1","802","826","853","856","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","lose"
"3454","2013-03-02","2012/2013","8654","10194","1","0","805","792","848","809","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","72","Fast","Little","73","Long","Organised","61","Normal","74","Lots","32","Little","Organised","30","Deep","37","Press","41","Normal","lose"
"3455","2013-03-02","2012/2013","9879","8472","2","2","815","839","860","853","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","52","Balanced","Little","49","Mixed","Organised","49","Normal","56","Normal","59","Normal","Organised","39","Medium","39","Press","57","Normal","draw"
"3456","2013-03-02","2012/2013","10261","10003","0","1","807","837","849","880","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","win"
"3458","2013-03-02","2012/2013","8650","8528","4","0","808","885","839","900","38","Balanced","Little","39","Mixed","Organised","43","Normal","42","Normal","34","Normal","Free Form","56","Medium","52","Press","44","Normal","39","Balanced","Little","44","Mixed","Organised","42","Normal","34","Normal","54","Normal","Organised","59","Medium","52","Press","61","Normal","lose"
"23221","2013-03-02","2012/2013","8315","8371","1","0","796","827","830","876","38","Balanced","Little","52","Mixed","Organised","55","Normal","59","Normal","54","Normal","Organised","47","Medium","52","Press","69","Wide","46","Balanced","Little","38","Mixed","Organised","52","Normal","73","Lots","37","Normal","Free Form","37","Medium","60","Press","68","Wide","lose"
"23222","2013-03-02","2012/2013","8581","10267","2","2","848","813","903","836","20","Slow","Little","35","Mixed","Organised","38","Normal","56","Normal","55","Normal","Organised","51","Medium","38","Press","59","Normal","57","Balanced","Little","63","Mixed","Organised","55","Normal","61","Normal","52","Normal","Organised","47","Medium","52","Press","56","Normal","draw"
"23226","2013-03-02","2012/2013","8634","8633","1","2","875","945","932","981","50","Balanced","Little","41","Mixed","Organised","68","Risky","54","Normal","72","Lots","Free Form","39","Medium","49","Press","65","Normal","35","Balanced","Little","32","Short","Free Form","37","Normal","31","Little","35","Normal","Free Form","61","Medium","63","Press","65","Normal","win"
"23227","2013-03-02","2012/2013","8370","9783","0","0","802","801","832","828","56","Balanced","Little","46","Mixed","Organised","38","Normal","52","Normal","68","Lots","Organised","45","Medium","50","Press","59","Normal","45","Balanced","Little","44","Mixed","Free Form","44","Normal","44","Normal","47","Normal","Organised","63","Medium","51","Press","59","Normal","draw"
"3457","2013-03-03","2012/2013","9825","8586","1","2","871","868","920","921","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","win"
"23218","2013-03-03","2012/2013","10281","8558","0","0","801","777","842","813","50","Balanced","Little","44","Mixed","Organised","52","Normal","60","Normal","40","Normal","Free Form","37","Medium","40","Press","45","Normal","55","Balanced","Little","54","Mixed","Organised","58","Normal","73","Lots","41","Normal","Organised","51","Medium","50","Press","60","Normal","draw"
"23219","2013-03-03","2012/2013","9906","9864","0","0","842","878","876","931","45","Balanced","Little","36","Mixed","Organised","72","Risky","69","Lots","50","Normal","Organised","64","Medium","58","Press","42","Normal","47","Balanced","Little","51","Mixed","Organised","70","Risky","65","Normal","54","Normal","Organised","52","Medium","37","Press","55","Normal","draw"
"23220","2013-03-03","2012/2013","8603","8560","3","3","819","801","854","854","28","Slow","Little","36","Mixed","Organised","60","Normal","52","Normal","59","Normal","Organised","48","Medium","53","Press","70","Wide","59","Balanced","Little","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","draw"
"23224","2013-03-03","2012/2013","8661","7878","2","1","789","794","818","819","52","Balanced","Little","37","Mixed","Organised","72","Risky","76","Lots","52","Normal","Organised","49","Medium","45","Press","68","Wide","62","Balanced","Little","57","Mixed","Organised","53","Normal","57","Normal","53","Normal","Organised","59","Medium","41","Press","56","Normal","lose"
"3449","2013-03-04","2012/2013","8456","10252","1","0","780","876","855","933","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","36","Balanced","Little","34","Mixed","Organised","39","Normal","44","Normal","38","Normal","Free Form","42","Medium","44","Press","54","Normal","lose"
"23225","2013-03-04","2012/2013","9910","8302","1","4","821","764","882","827","65","Balanced","Little","65","Mixed","Organised","53","Normal","57","Normal","38","Normal","Organised","38","Medium","49","Press","55","Normal","53","Balanced","Little","62","Mixed","Organised","59","Normal","68","Lots","52","Normal","Free Form","42","Medium","52","Press","68","Wide","win"
"23231","2013-03-08","2012/2013","8371","8603","1","2","813","785","848","830","59","Balanced","Little","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","38","Balanced","Little","52","Mixed","Organised","55","Normal","59","Normal","54","Normal","Organised","47","Medium","52","Press","69","Wide","win"
"3464","2013-03-09","2012/2013","8466","9850","0","0","790","808","835","861","70","Fast","Little","70","Long","Organised","56","Normal","67","Lots","48","Normal","Organised","40","Medium","43","Press","53","Normal","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","draw"
"3465","2013-03-09","2012/2013","8472","10172","1","3","821","815","871","865","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","win"
"3466","2013-03-09","2012/2013","10252","9798","2","1","756","779","786","859","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","lose"
"3467","2013-03-09","2012/2013","10003","8659","1","2","805","806","857","849","55","Balanced","Little","54","Mixed","Organised","57","Normal","53","Normal","57","Normal","Organised","33","Deep","31","Contain","49","Normal","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","win"
"23228","2013-03-09","2012/2013","8558","8370","0","2","799","","830","833","45","Balanced","Little","44","Mixed","Free Form","44","Normal","44","Normal","47","Normal","Organised","63","Medium","51","Press","59","Normal","50","Balanced","Little","44","Mixed","Organised","52","Normal","60","Normal","40","Normal","Free Form","37","Medium","40","Press","45","Normal","win"
"23229","2013-03-09","2012/2013","9864","10281","1","1","779","827","809","859","55","Balanced","Little","54","Mixed","Organised","58","Normal","73","Lots","41","Normal","Organised","51","Medium","50","Press","60","Normal","45","Balanced","Little","36","Mixed","Organised","72","Risky","69","Lots","50","Normal","Organised","64","Medium","58","Press","42","Normal","draw"
"23235","2013-03-09","2012/2013","8302","8661","1","2","786","800","825","874","62","Balanced","Little","57","Mixed","Organised","53","Normal","57","Normal","53","Normal","Organised","59","Medium","41","Press","56","Normal","65","Balanced","Little","65","Mixed","Organised","53","Normal","57","Normal","38","Normal","Organised","38","Medium","49","Press","55","Normal","win"
"23237","2013-03-09","2012/2013","9783","8634","0","2","878","796","919","840","35","Balanced","Little","32","Short","Free Form","37","Normal","31","Little","35","Normal","Free Form","61","Medium","63","Press","65","Normal","56","Balanced","Little","46","Mixed","Organised","38","Normal","52","Normal","68","Lots","Organised","45","Medium","50","Press","59","Normal","win"
"3461","2013-03-10","2012/2013","8586","8650","2","3","855","859","891","918","39","Balanced","Little","44","Mixed","Organised","42","Normal","34","Normal","54","Normal","Organised","59","Medium","52","Press","61","Normal","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","win"
"3463","2013-03-10","2012/2013","10194","10261","1","2","827","788","884","846","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","win"
"23230","2013-03-10","2012/2013","8560","9906","1","0","880","815","922","859","47","Balanced","Little","51","Mixed","Organised","70","Risky","65","Normal","54","Normal","Organised","52","Medium","37","Press","55","Normal","28","Slow","Little","36","Mixed","Organised","60","Normal","52","Normal","59","Normal","Organised","48","Medium","53","Press","70","Wide","lose"
"23232","2013-03-10","2012/2013","10267","8315","0","1","820","827","870","897","46","Balanced","Little","38","Mixed","Organised","52","Normal","73","Lots","37","Normal","Free Form","37","Medium","60","Press","68","Wide","20","Slow","Little","35","Mixed","Organised","38","Normal","56","Normal","55","Normal","Organised","51","Medium","38","Press","59","Normal","win"
"23233","2013-03-10","2012/2013","8305","8581","0","0","801","806","829","851","57","Balanced","Little","63","Mixed","Organised","55","Normal","61","Normal","52","Normal","Organised","47","Medium","52","Press","56","Normal","29","Slow","Little","40","Mixed","Organised","58","Normal","42","Normal","52","Normal","Organised","49","Medium","45","Press","47","Normal","draw"
"23236","2013-03-10","2012/2013","8633","9910","2","1","788","918","835","951","53","Balanced","Little","62","Mixed","Organised","59","Normal","68","Lots","52","Normal","Free Form","42","Medium","52","Press","68","Wide","50","Balanced","Little","41","Mixed","Organised","68","Risky","54","Normal","72","Lots","Free Form","39","Medium","49","Press","65","Normal","lose"
"23234","2013-03-11","2012/2013","7878","8394","0","0","783","801","826","840","38","Balanced","Little","23","Short","Organised","53","Normal","56","Normal","57","Normal","Organised","51","Medium","46","Press","61","Normal","52","Balanced","Little","37","Mixed","Organised","72","Risky","76","Lots","52","Normal","Organised","49","Medium","45","Press","68","Wide","draw"
"23246","2013-03-15","2012/2013","9910","9783","1","3","800","770","838","822","56","Balanced","Little","46","Mixed","Organised","38","Normal","52","Normal","68","Lots","Organised","45","Medium","50","Press","59","Normal","53","Balanced","Little","62","Mixed","Organised","59","Normal","68","Lots","52","Normal","Free Form","42","Medium","52","Press","68","Wide","win"
"3479","2013-03-16","2012/2013","10172","10252","2","3","786","838","853","863","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","win"
