"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"3305","2012-11-28","2012/2013","8650","8586","1","2","867","874","919","921","44","Balanced","Little","47","Mixed","Organised","52","Normal","63","Normal","61","Normal","Organised","43","Medium","44","Press","51","Normal","60","Balanced","Little","60","Mixed","Organised","48","Normal","73","Lots","53","Normal","Organised","50","Medium","48","Press","62","Normal","win"
"3306","2012-11-28","2012/2013","8456","8528","2","0","787","883","840","940","38","Balanced","Little","38","Mixed","Organised","54","Normal","42","Normal","42","Normal","Organised","40","Medium","42","Press","44","Normal","45","Balanced","Little","55","Mixed","Organised","40","Normal","38","Normal","48","Normal","Free Form","50","Medium","60","Press","54","Normal","lose"
"3307","2012-11-28","2012/2013","9879","8455","0","0","861","823","926","846","60","Balanced","Little","45","Mixed","Organised","55","Normal","45","Normal","45","Normal","Organised","60","Medium","62","Press","46","Normal","48","Balanced","Little","45","Mixed","Organised","38","Normal","62","Normal","54","Normal","Organised","38","Medium","38","Press","62","Normal","draw"
"3308","2012-11-28","2012/2013","9825","8668","1","1","838","877","872","934","56","Balanced","Little","56","Mixed","Organised","48","Normal","57","Normal","56","Normal","Organised","50","Medium","50","Press","60","Normal","25","Slow","Little","32","Short","Organised","41","Normal","34","Normal","30","Little","Free Form","57","Medium","57","Press","52","Normal","draw"
"3309","2012-12-01","2012/2013","10003","9825","2","0","858","793","927","857","25","Slow","Little","32","Short","Organised","41","Normal","34","Normal","30","Little","Free Form","57","Medium","57","Press","52","Normal","26","Slow","Little","24","Short","Organised","62","Normal","39","Normal","57","Normal","Free Form","48","Medium","58","Press","60","Normal","lose"
"3310","2012-12-01","2012/2013","8586","9879","3","0","819","851","856","916","48","Balanced","Little","45","Mixed","Organised","38","Normal","62","Normal","54","Normal","Organised","38","Medium","38","Press","62","Normal","44","Balanced","Little","47","Mixed","Organised","52","Normal","63","Normal","61","Normal","Organised","43","Medium","44","Press","51","Normal","lose"
"3311","2012-12-01","2012/2013","8466","8650","0","1","859","759","916","855","60","Balanced","Little","60","Mixed","Organised","48","Normal","73","Lots","53","Normal","Organised","50","Medium","48","Press","62","Normal","47","Balanced","Little","52","Mixed","Organised","54","Normal","56","Normal","60","Normal","Organised","48","Medium","52","Press","44","Normal","win"
"3312","2012-12-01","2012/2013","8668","8456","1","1","905","850","944","874","45","Balanced","Little","55","Mixed","Organised","40","Normal","38","Normal","48","Normal","Free Form","50","Medium","60","Press","54","Normal","56","Balanced","Little","56","Mixed","Organised","48","Normal","57","Normal","56","Normal","Organised","50","Medium","50","Press","60","Normal","draw"
"3315","2012-12-01","2012/2013","10252","10172","1","1","821","750","866","837","57","Balanced","Little","58","Mixed","Organised","60","Normal","48","Normal","48","Normal","Organised","42","Medium","51","Press","44","Normal","67","Fast","Little","58","Mixed","Organised","44","Normal","60","Normal","56","Normal","Organised","43","Medium","50","Press","52","Normal","draw"
"3316","2012-12-01","2012/2013","10260","9798","4","3","743","871","782","919","49","Balanced","Little","49","Mixed","Organised","46","Normal","58","Normal","56","Normal","Organised","49","Medium","51","Press","45","Normal","46","Balanced","Little","54","Mixed","Organised","46","Normal","60","Normal","55","Normal","Organised","40","Medium","50","Press","56","Normal","lose"
"3317","2012-12-01","2012/2013","10194","8659","1","0","798","812","835","878","48","Balanced","Little","48","Mixed","Organised","45","Normal","60","Normal","54","Normal","Organised","38","Medium","38","Press","52","Normal","75","Fast","Little","75","Long","Organised","40","Normal","72","Lots","55","Normal","Organised","50","Medium","58","Press","45","Normal","lose"
"3318","2012-12-01","2012/2013","8455","8654","1","3","802","893","836","935","63","Balanced","Little","64","Mixed","Organised","44","Normal","60","Normal","55","Normal","Organised","30","Deep","34","Press","38","Normal","60","Balanced","Little","45","Mixed","Organised","55","Normal","45","Normal","45","Normal","Organised","60","Medium","62","Press","46","Normal","win"
"3314","2012-12-02","2012/2013","8472","9850","1","2","779","817","829","877","63","Balanced","Little","61","Mixed","Organised","42","Normal","76","Lots","62","Normal","Organised","40","Medium","50","Press","42","Normal","67","Fast","Little","62","Mixed","Organised","44","Normal","72","Lots","59","Normal","Organised","47","Medium","53","Press","60","Normal","win"
"3313","2012-12-03","2012/2013","8528","10261","0","3","832","788","895","838","54","Balanced","Little","54","Mixed","Organised","54","Normal","68","Lots","48","Normal","Organised","52","Medium","48","Press","42","Normal","38","Balanced","Little","38","Mixed","Organised","54","Normal","42","Normal","42","Normal","Organised","40","Medium","42","Press","44","Normal","win"
"3319","2012-12-08","2012/2013","8659","9825","0","2","869","805","931","841","25","Slow","Little","32","Short","Organised","41","Normal","34","Normal","30","Little","Free Form","57","Medium","57","Press","52","Normal","48","Balanced","Little","48","Mixed","Organised","45","Normal","60","Normal","54","Normal","Organised","38","Medium","38","Press","52","Normal","win"
"3320","2012-12-08","2012/2013","10194","10252","0","0","761","807","843","871","67","Fast","Little","58","Mixed","Organised","44","Normal","60","Normal","56","Normal","Organised","43","Medium","50","Press","52","Normal","75","Fast","Little","75","Long","Organised","40","Normal","72","Lots","55","Normal","Organised","50","Medium","58","Press","45","Normal","draw"
"3324","2012-12-08","2012/2013","9798","8466","0","1","763","735","842","785","47","Balanced","Little","52","Mixed","Organised","54","Normal","56","Normal","60","Normal","Organised","48","Medium","52","Press","44","Normal","49","Balanced","Little","49","Mixed","Organised","46","Normal","58","Normal","56","Normal","Organised","49","Medium","51","Press","45","Normal","win"
"3325","2012-12-08","2012/2013","8455","8472","3","1","819","890","885","937","67","Fast","Little","62","Mixed","Organised","44","Normal","72","Lots","59","Normal","Organised","47","Medium","53","Press","60","Normal","60","Balanced","Little","45","Mixed","Organised","55","Normal","45","Normal","45","Normal","Organised","60","Medium","62","Press","46","Normal","lose"
"3326","2012-12-08","2012/2013","9850","10003","4","3","785","779","860","829","26","Slow","Little","24","Short","Organised","62","Normal","39","Normal","57","Normal","Free Form","48","Medium","58","Press","60","Normal","63","Balanced","Little","61","Mixed","Organised","42","Normal","76","Lots","62","Normal","Organised","40","Medium","50","Press","42","Normal","lose"
"3328","2012-12-08","2012/2013","10172","8528","2","2","774","802","834","845","38","Balanced","Little","38","Mixed","Organised","54","Normal","42","Normal","42","Normal","Organised","40","Medium","42","Press","44","Normal","57","Balanced","Little","58","Mixed","Organised","60","Normal","48","Normal","48","Normal","Organised","42","Medium","51","Press","44","Normal","draw"
"3321","2012-12-09","2012/2013","8586","8668","1","2","840","854","881","918","56","Balanced","Little","56","Mixed","Organised","48","Normal","57","Normal","56","Normal","Organised","50","Medium","50","Press","60","Normal","44","Balanced","Little","47","Mixed","Organised","52","Normal","63","Normal","61","Normal","Organised","43","Medium","44","Press","51","Normal","win"
"3323","2012-12-09","2012/2013","10260","8456","3","2","889","874","950","931","45","Balanced","Little","55","Mixed","Organised","40","Normal","38","Normal","48","Normal","Free Form","50","Medium","60","Press","54","Normal","46","Balanced","Little","54","Mixed","Organised","46","Normal","60","Normal","55","Normal","Organised","40","Medium","50","Press","56","Normal","lose"
"3327","2012-12-09","2012/2013","8650","8654","3","2","796","846","831","904","63","Balanced","Little","64","Mixed","Organised","44","Normal","60","Normal","55","Normal","Organised","30","Deep","34","Press","38","Normal","60","Balanced","Little","60","Mixed","Organised","48","Normal","73","Lots","53","Normal","Organised","50","Medium","48","Press","62","Normal","lose"
"3322","2012-12-10","2012/2013","10261","9879","1","2","822","843","851","899","48","Balanced","Little","45","Mixed","Organised","38","Normal","62","Normal","54","Normal","Organised","38","Medium","38","Press","62","Normal","54","Balanced","Little","54","Mixed","Organised","54","Normal","68","Lots","48","Normal","Organised","52","Medium","48","Press","42","Normal","win"
"3366","2012-12-11","2012/2013","9798","8472","0","3","818","741","884","777","67","Fast","Little","62","Mixed","Organised","44","Normal","72","Lots","59","Normal","Organised","47","Medium","53","Press","60","Normal","49","Balanced","Little","49","Mixed","Organised","46","Normal","58","Normal","56","Normal","Organised","49","Medium","51","Press","45","Normal","win"
"3330","2012-12-15","2012/2013","10252","8650","3","1","871","750","916","837","60","Balanced","Little","60","Mixed","Organised","48","Normal","73","Lots","53","Normal","Organised","50","Medium","48","Press","62","Normal","67","Fast","Little","58","Mixed","Organised","44","Normal","60","Normal","56","Normal","Organised","43","Medium","50","Press","52","Normal","lose"
"3331","2012-12-15","2012/2013","8472","10260","1","3","881","824","944","883","46","Balanced","Little","54","Mixed","Organised","46","Normal","60","Normal","55","Normal","Organised","40","Medium","50","Press","56","Normal","67","Fast","Little","62","Mixed","Organised","44","Normal","72","Lots","59","Normal","Organised","47","Medium","53","Press","60","Normal","win"
"3332","2012-12-15","2012/2013","8456","10261","3","1","825","881","887","942","54","Balanced","Little","54","Mixed","Organised","54","Normal","68","Lots","48","Normal","Organised","52","Medium","48","Press","42","Normal","45","Balanced","Little","55","Mixed","Organised","40","Normal","38","Normal","48","Normal","Free Form","50","Medium","60","Press","54","Normal","lose"
"3333","2012-12-15","2012/2013","8528","9850","1","2","786","783","827","839","63","Balanced","Little","61","Mixed","Organised","42","Normal","76","Lots","62","Normal","Organised","40","Medium","50","Press","42","Normal","38","Balanced","Little","38","Mixed","Organised","54","Normal","42","Normal","42","Normal","Organised","40","Medium","42","Press","44","Normal","win"
"3334","2012-12-15","2012/2013","9879","10172","1","2","819","845","864","861","57","Balanced","Little","58","Mixed","Organised","60","Normal","48","Normal","48","Normal","Organised","42","Medium","51","Press","44","Normal","48","Balanced","Little","45","Mixed","Organised","38","Normal","62","Normal","54","Normal","Organised","38","Medium","38","Press","62","Normal","win"
"3336","2012-12-15","2012/2013","8668","10194","1","1","821","852","883","882","75","Fast","Little","75","Long","Organised","40","Normal","72","Lots","55","Normal","Organised","50","Medium","58","Press","45","Normal","56","Balanced","Little","56","Mixed","Organised","48","Normal","57","Normal","56","Normal","Organised","50","Medium","50","Press","60","Normal","draw"
"3337","2012-12-16","2012/2013","10003","8586","0","1","855","789","910","859","44","Balanced","Little","47","Mixed","Organised","52","Normal","63","Normal","61","Normal","Organised","43","Medium","44","Press","51","Normal","26","Slow","Little","24","Short","Organised","62","Normal","39","Normal","57","Normal","Free Form","48","Medium","58","Press","60","Normal","win"
"3338","2012-12-16","2012/2013","8654","8659","0","0","795","800","837","827","48","Balanced","Little","48","Mixed","Organised","45","Normal","60","Normal","54","Normal","Organised","38","Medium","38","Press","52","Normal","63","Balanced","Little","64","Mixed","Organised","44","Normal","60","Normal","55","Normal","Organised","30","Deep","34","Press","38","Normal","draw"
"3335","2012-12-17","2012/2013","9825","9798","5","2","757","870","785","931","49","Balanced","Little","49","Mixed","Organised","46","Normal","58","Normal","56","Normal","Organised","49","Medium","51","Press","45","Normal","25","Slow","Little","32","Short","Organised","41","Normal","34","Normal","30","Little","Free Form","57","Medium","57","Press","52","Normal","lose"
"3340","2012-12-22","2012/2013","9879","8650","0","4","878","804","918","840","60","Balanced","Little","60","Mixed","Organised","48","Normal","73","Lots","53","Normal","Organised","50","Medium","48","Press","62","Normal","48","Balanced","Little","45","Mixed","Organised","38","Normal","62","Normal","54","Normal","Organised","38","Medium","38","Press","62","Normal","win"
"3341","2012-12-22","2012/2013","9798","8456","0","1","863","758","933","800","45","Balanced","Little","55","Mixed","Organised","40","Normal","38","Normal","48","Normal","Free Form","50","Medium","60","Press","54","Normal","49","Balanced","Little","49","Mixed","Organised","46","Normal","58","Normal","56","Normal","Organised","49","Medium","51","Press","45","Normal","win"
"3342","2012-12-22","2012/2013","10172","10261","0","1","826","819","887","866","54","Balanced","Little","54","Mixed","Organised","54","Normal","68","Lots","48","Normal","Organised","52","Medium","48","Press","42","Normal","57","Balanced","Little","58","Mixed","Organised","60","Normal","48","Normal","48","Normal","Organised","42","Medium","51","Press","44","Normal","win"
"3343","2012-12-22","2012/2013","8472","8466","1","0","766","824","853","887","47","Balanced","Little","52","Mixed","Organised","54","Normal","56","Normal","60","Normal","Organised","48","Medium","52","Press","44","Normal","67","Fast","Little","62","Mixed","Organised","44","Normal","72","Lots","59","Normal","Organised","47","Medium","53","Press","60","Normal","lose"
"3345","2012-12-22","2012/2013","10194","8586","0","0","861","801","926","869","44","Balanced","Little","47","Mixed","Organised","52","Normal","63","Normal","61","Normal","Organised","43","Medium","44","Press","51","Normal","75","Fast","Little","75","Long","Organised","40","Normal","72","Lots","55","Normal","Organised","50","Medium","58","Press","45","Normal","draw"
"3346","2012-12-22","2012/2013","9850","8659","1","2","800","782","853","829","48","Balanced","Little","48","Mixed","Organised","45","Normal","60","Normal","54","Normal","Organised","38","Medium","38","Press","52","Normal","63","Balanced","Little","61","Mixed","Organised","42","Normal","76","Lots","62","Normal","Organised","40","Medium","50","Press","42","Normal","win"
"3347","2012-12-22","2012/2013","8668","8654","2","1","804","844","838","868","63","Balanced","Little","64","Mixed","Organised","44","Normal","60","Normal","55","Normal","Organised","30","Deep","34","Press","38","Normal","56","Balanced","Little","56","Mixed","Organised","48","Normal","57","Normal","56","Normal","Organised","50","Medium","50","Press","60","Normal","lose"
"3348","2012-12-22","2012/2013","9825","8528","1","0","786","872","834","931","38","Balanced","Little","38","Mixed","Organised","54","Normal","42","Normal","42","Normal","Organised","40","Medium","42","Press","44","Normal","25","Slow","Little","32","Short","Organised","41","Normal","34","Normal","30","Little","Free Form","57","Medium","57","Press","52","Normal","lose"
"3339","2012-12-23","2012/2013","10252","8455","0","8","878","754","936","842","60","Balanced","Little","45","Mixed","Organised","55","Normal","45","Normal","45","Normal","Organised","60","Medium","62","Press","46","Normal","67","Fast","Little","58","Mixed","Organised","44","Normal","60","Normal","56","Normal","Organised","43","Medium","50","Press","52","Normal","win"
"3344","2012-12-23","2012/2013","10260","10003","1","1","787","893","858","948","26","Slow","Little","24","Short","Organised","62","Normal","39","Normal","57","Normal","Free Form","48","Medium","58","Press","60","Normal","46","Balanced","Little","54","Mixed","Organised","46","Normal","60","Normal","55","Normal","Organised","40","Medium","50","Press","56","Normal","draw"
"3350","2012-12-26","2012/2013","8586","10252","4","0","762","861","832","922","67","Fast","Little","58","Mixed","Organised","44","Normal","60","Normal","56","Normal","Organised","43","Medium","50","Press","52","Normal","44","Balanced","Little","47","Mixed","Organised","52","Normal","63","Normal","61","Normal","Organised","43","Medium","44","Press","51","Normal","lose"
"3351","2012-12-26","2012/2013","8528","8668","1","2","833","777","863","823","56","Balanced","Little","56","Mixed","Organised","48","Normal","57","Normal","56","Normal","Organised","50","Medium","50","Press","60","Normal","38","Balanced","Little","38","Mixed","Organised","54","Normal","42","Normal","42","Normal","Organised","40","Medium","42","Press","44","Normal","win"
"3352","2012-12-26","2012/2013","8466","9879","1","1","808","","851","862","48","Balanced","Little","45","Mixed","Organised","38","Normal","62","Normal","54","Normal","Organised","38","Medium","38","Press","62","Normal","47","Balanced","Little","52","Mixed","Organised","54","Normal","56","Normal","60","Normal","Organised","48","Medium","52","Press","44","Normal","draw"
"3353","2012-12-26","2012/2013","10261","10260","3","4","875","815","918","884","46","Balanced","Little","54","Mixed","Organised","46","Normal","60","Normal","55","Normal","Organised","40","Medium","50","Press","56","Normal","54","Balanced","Little","54","Mixed","Organised","54","Normal","68","Lots","48","Normal","Organised","52","Medium","48","Press","42","Normal","win"
"3354","2012-12-26","2012/2013","8455","9850","1","0","787","878","828","929","63","Balanced","Little","61","Mixed","Organised","42","Normal","76","Lots","62","Normal","Organised","40","Medium","50","Press","42","Normal","60","Balanced","Little","45","Mixed","Organised","55","Normal","45","Normal","45","Normal","Organised","60","Medium","62","Press","46","Normal","lose"
"3355","2012-12-26","2012/2013","8659","10172","2","1","800","791","863","834","57","Balanced","Little","58","Mixed","Organised","60","Normal","48","Normal","48","Normal","Organised","42","Medium","51","Press","44","Normal","48","Balanced","Little","48","Mixed","Organised","45","Normal","60","Normal","54","Normal","Organised","38","Medium","38","Press","52","Normal","lose"
"3356","2012-12-26","2012/2013","10003","9798","0","0","772","779","814","854","49","Balanced","Little","49","Mixed","Organised","46","Normal","58","Normal","56","Normal","Organised","49","Medium","51","Press","45","Normal","26","Slow","Little","24","Short","Organised","62","Normal","39","Normal","57","Normal","Free Form","48","Medium","58","Press","60","Normal","draw"
"3357","2012-12-26","2012/2013","8650","10194","1","3","816","836","878","907","75","Fast","Little","75","Long","Organised","40","Normal","72","Lots","55","Normal","Organised","50","Medium","58","Press","45","Normal","60","Balanced","Little","60","Mixed","Organised","48","Normal","73","Lots","53","Normal","Organised","50","Medium","48","Press","62","Normal","win"
"3358","2012-12-26","2012/2013","8456","8472","0","1","810","885","877","951","67","Fast","Little","62","Mixed","Organised","44","Normal","72","Lots","59","Normal","Organised","47","Medium","53","Press","60","Normal","45","Balanced","Little","55","Mixed","Organised","40","Normal","38","Normal","48","Normal","Free Form","50","Medium","60","Press","54","Normal","win"
"3369","2012-12-29","2012/2013","10261","9825","3","7","869","817","933","892","25","Slow","Little","32","Short","Organised","41","Normal","34","Normal","30","Little","Free Form","57","Medium","57","Press","52","Normal","54","Balanced","Little","54","Mixed","Organised","54","Normal","68","Lots","48","Normal","Organised","52","Medium","48","Press","42","Normal","win"
"3370","2012-12-29","2012/2013","8528","10252","3","0","775","792","857","847","67","Fast","Little","58","Mixed","Organised","44","Normal","60","Normal","56","Normal","Organised","43","Medium","50","Press","52","Normal","38","Balanced","Little","38","Mixed","Organised","54","Normal","42","Normal","42","Normal","Organised","40","Medium","42","Press","44","Normal","lose"
"3372","2012-12-29","2012/2013","10003","9879","2","1","807","798","863","848","48","Balanced","Little","45","Mixed","Organised","38","Normal","62","Normal","54","Normal","Organised","38","Medium","38","Press","62","Normal","26","Slow","Little","24","Short","Organised","62","Normal","39","Normal","57","Normal","Free Form","48","Medium","58","Press","60","Normal","lose"
"3373","2012-12-29","2012/2013","8659","10260","0","2","876","793","929","844","46","Balanced","Little","54","Mixed","Organised","46","Normal","60","Normal","55","Normal","Organised","40","Medium","50","Press","56","Normal","48","Balanced","Little","48","Mixed","Organised","45","Normal","60","Normal","54","Normal","Organised","38","Medium","38","Press","52","Normal","win"
"3374","2012-12-29","2012/2013","8456","9850","4","3","787","889","830","953","63","Balanced","Little","61","Mixed","Organised","42","Normal","76","Lots","62","Normal","Organised","40","Medium","50","Press","42","Normal","45","Balanced","Little","55","Mixed","Organised","40","Normal","38","Normal","48","Normal","Free Form","50","Medium","60","Press","54","Normal","lose"
"3376","2012-12-29","2012/2013","8654","9798","0","1","772","808","814","843","49","Balanced","Little","49","Mixed","Organised","46","Normal","58","Normal","56","Normal","Organised","49","Medium","51","Press","45","Normal","63","Balanced","Little","64","Mixed","Organised","44","Normal","60","Normal","55","Normal","Organised","30","Deep","34","Press","38","Normal","win"
"3377","2012-12-29","2012/2013","8466","10194","3","3","810","","869","822","75","Fast","Little","75","Long","Organised","40","Normal","72","Lots","55","Normal","Organised","50","Medium","58","Press","45","Normal","47","Balanced","Little","52","Mixed","Organised","54","Normal","56","Normal","60","Normal","Organised","48","Medium","52","Press","44","Normal","draw"
"3378","2012-12-29","2012/2013","8586","8472","2","1","814","854","876","922","67","Fast","Little","62","Mixed","Organised","44","Normal","72","Lots","59","Normal","Organised","47","Medium","53","Press","60","Normal","44","Balanced","Little","47","Mixed","Organised","52","Normal","63","Normal","61","Normal","Organised","43","Medium","44","Press","51","Normal","lose"
"3371","2012-12-30","2012/2013","8455","8668","2","1","835","905","870","941","56","Balanced","Little","56","Mixed","Organised","48","Normal","57","Normal","56","Normal","Organised","50","Medium","50","Press","60","Normal","60","Balanced","Little","45","Mixed","Organised","55","Normal","45","Normal","45","Normal","Organised","60","Medium","62","Press","46","Normal","lose"
"3375","2012-12-30","2012/2013","8650","10172","3","0","813","843","867","903","57","Balanced","Little","58","Mixed","Organised","60","Normal","48","Normal","48","Normal","Organised","42","Medium","51","Press","44","Normal","60","Balanced","Little","60","Mixed","Organised","48","Normal","73","Lots","53","Normal","Organised","50","Medium","48","Press","62","Normal","lose"
"3381","2013-01-01","2012/2013","10194","8456","0","3","899","803","930","852","36","Balanced","Little","34","Mixed","Organised","39","Normal","44","Normal","38","Normal","Free Form","42","Medium","44","Press","54","Normal","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","win"
"3383","2013-01-01","2012/2013","9825","8466","1","1","790","877","839","931","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","draw"
"3384","2013-01-01","2012/2013","10252","10003","2","2","817","752","855","846","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","draw"
"3385","2013-01-01","2012/2013","9798","8586","1","3","861","767","912","799","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","win"
"3386","2013-01-01","2012/2013","9879","8659","2","1","788","798","834","856","55","Balanced","Little","54","Mixed","Organised","57","Normal","53","Normal","57","Normal","Organised","33","Deep","31","Contain","49","Normal","52","Balanced","Little","49","Mixed","Organised","49","Normal","56","Normal","59","Normal","Organised","39","Medium","39","Press","57","Normal","lose"
"3387","2013-01-01","2012/2013","9850","8654","1","2","785","785","820","846","72","Fast","Little","73","Long","Organised","61","Normal","74","Lots","32","Little","Organised","30","Deep","37","Press","41","Normal","70","Fast","Little","70","Long","Organised","56","Normal","67","Lots","48","Normal","Organised","40","Medium","43","Press","53","Normal","win"
"3388","2013-01-01","2012/2013","10260","8528","4","0","812","868","841","908","38","Balanced","Little","39","Mixed","Organised","43","Normal","42","Normal","34","Normal","Free Form","56","Medium","52","Press","44","Normal","46","Balanced","Little","38","Mixed","Organised","46","Normal","68","Lots","37","Normal","Organised","49","Medium","49","Press","56","Normal","lose"
"3379","2013-01-02","2012/2013","10172","8455","1","0","844","","900","","46","Balanced","Little","41","Mixed","Organised","46","Normal","61","Normal","63","Normal","Organised","42","Medium","43","Press","46","Normal","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","lose"
"3380","2013-01-02","2012/2013","8472","8650","0","3","852","821","905","870","39","Balanced","Little","44","Mixed","Organised","42","Normal","34","Normal","54","Normal","Organised","59","Medium","52","Press","61","Normal","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","win"
"3382","2013-01-02","2012/2013","8668","10261","2","1","827","859","870","876","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","58","Balanced","Little","62","Mixed","Organised","48","Normal","59","Normal","32","Little","Organised","41","Medium","44","Press","59","Normal","lose"
"3390","2013-01-12","2012/2013","8466","10252","1","0","780","810","852","873","63","Balanced","Little","59","Mixed","Organised","52","Normal","55","Normal","34","Normal","Organised","39","Medium","41","Press","54","Normal","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","lose"
"3391","2013-01-12","2012/2013","10003","8668","0","0","840","805","873","855","58","Balanced","Little","62","Mixed","Organised","48","Normal","59","Normal","32","Little","Organised","41","Medium","44","Press","59","Normal","41","Balanced","Little","39","Mixed","Organised","36","Normal","42","Normal","44","Normal","Free Form","52","Medium","58","Press","57","Normal","draw"
"3392","2013-01-12","2012/2013","8528","9879","1","1","829","796","857","835","52","Balanced","Little","49","Mixed","Organised","49","Normal","56","Normal","59","Normal","Organised","39","Medium","39","Press","57","Normal","38","Balanced","Little","39","Mixed","Organised","43","Normal","42","Normal","34","Normal","Free Form","56","Medium","52","Press","44","Normal","draw"
"3394","2013-01-12","2012/2013","10261","9850","0","0","799","816","841","867","70","Fast","Little","70","Long","Organised","56","Normal","67","Lots","48","Normal","Organised","40","Medium","43","Press","53","Normal","58","Balanced","Little","72","Long","Organised","48","Normal","51","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","draw"
"3395","2013-01-12","2012/2013","8586","10172","0","0","","870","","920","58","Balanced","Little","54","Mixed","Organised","53","Normal","39","Normal","54","Normal","Organised","49","Medium","47","Press","44","Normal","42","Balanced","Little","46","Mixed","Organised","45","Normal","58","Normal","68","Lots","Organised","63","Medium","61","Press","57","Normal","draw"
"3396","2013-01-12","2012/2013","8659","9798","2","3","778","787","813","826","49","Balanced","Little","61","Mixed","Organised","55","Normal","58","Normal","37","Normal","Organised","39","Medium","44","Press","52","Normal","55","Balanced","Little","54","Mixed","Organised","57","Normal","53","Normal","57","Normal","Organised","33","Deep","31","Contain","49","Normal","win"
"3397","2013-01-12","2012/2013","8455","10194","4","0","821","898","852","924","75","Fast","Little","73","Long","Organised","59","Normal","61","Normal","38","Normal","Organised","32","Deep","37","Press","41","Normal","46","Balanced","Little","41","Mixed","Organised","46","Normal","61","Normal","63","Normal","Organised","42","Medium","43","Press","46","Normal","lose"
"3398","2013-01-12","2012/2013","8654","8472","0","3","822","785","867","817","57","Balanced","Little","66","Mixed","Organised","56","Normal","31","Little","72","Lots","Organised","47","Medium","52","Press","49","Normal","72","Fast","Little","73","Long","Organised","61","Normal","74","Lots","32","Little","Organised","30","Deep","37","Press","41","Normal","win"
"3389","2013-01-13","2012/2013","8456","9825","2","0","871","884","930","936","30","Slow","Little","29","Short","Organised","41","Normal","55","Normal","39","Normal","Free Form","64","Medium","54","Press","52","Normal","36","Balanced","Little","34","Mixed","Organised","39","Normal","44","Normal","38","Normal","Free Form","42","Medium","44","Press","54","Normal","lose"
"3393","2013-01-13","2012/2013","8650","10260","1","2","868","863","917","905","46","Balanced","Little","38","Mixed","Organised","46","Normal","68","Lots","37","Normal","Organised","49","Medium","49","Press","56","Normal","39","Balanced","Little","44","Mixed","Organised","42","Normal","34","Normal","54","Normal","Organised","59","Medium","52","Press","61","Normal","win"
"3329","2013-01-16","2012/2013","8466","8455","2","2","882","800","931","852","46","Balanced","Little","41","Mixed","Organised","46","Normal","61","Normal","63","Normal","Organised","42","Medium","43","Press","46","Normal","47","Balanced","Little","38","Mixed","Organised","52","Normal","56","Normal","58","Normal","Free Form","57","Medium","63","Press","44","Normal","draw"
"3400","2013-01-19","2012/2013","9850","8650","0","5","837","776","883","843","39","Balanced","Little","44","Mixed","Organised","42","Normal","34","Normal","54","Normal","Organised","59","Medium","52","Press","61","Normal","70","Fast","Little","70","Long","Organised","56","Normal","67","Lots","48","Normal","Organised","40","Medium","43","Press","53","Normal","win"
