"","player_api_id","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"43453",47357,70,70,3,5,17,67,71,58,69,74,71,74,57,55,73,75,72,80,72,79,73,82,59,68,71,57,30,72,69,60,24,25,26,11,10,8,14,11
"118566",47373,76,76,3,2,16,78,66,56,80,70,84,80,82,76,86,78,76,79,72,80,79,66,70,58,80,50,58,76,80,72,46,54,52,11,8,5,10,11
"13435",47382,77,77,2,5,15,64,76,91,65,74,67,53,42,56,74,69,72,62,77,50,85,84,75,92,78,85,45,75,65,73,42,46,43,14,14,12,10,6
"2327",47394,75,76,3,5,16,75,67,36,74,77,86,80,73,62,83,73,67,78,73,78,79,45,48,68,75,59,39,72,73,74,29,32,25,4,6,4,4,6
"129171",47410,63,69,3,6,6,59,54,58,66,55,66,64,47,63,67,70,66,68,61,68,58,66,67,62,59,66,43,64,59,51,18,21,23,11,11,13,13,15
"112578",47411,67,70,3,2,17,76,54,53,73,56,71,75,68,70,72,75,74,79,71,75,65,76,66,58,66,65,63,64,65,54,65,68,67,10,6,13,10,13
"94563",47413,62,62,3,5,15,62,61,53,65,47,58,35,32,62,60,75,81,75,60,73,60,47,73,75,55,65,49,59,65,60,62,61,59,16,14,15,15,9
"109831",47418,73,73,3,5,17,66,48,69,64,51,63,44,70,67,68,67,67,62,73,61,74,68,79,70,63,72,74,59,68,56,75,78,76,13,6,14,7,9
"175346",47421,63,67,3,1,2,14,12,11,11,11,13,11,11,13,32,36,47,48,52,64,11,51,53,67,13,55,22,15,31,12,12,12,10,67,62,57,67,61
"81977",47512,65,65,3,2,17,62,61,48,66,55,64,64,67,63,62,73,71,77,61,71,60,56,78,63,66,83,54,63,62,57,56,61,59,6,8,7,7,8
"116131",47532,71,73,3,5,17,8,29,12,12,13,13,14,13,11,23,53,48,50,73,51,15,70,33,66,16,24,24,15,26,14,13,14,14,72,67,67,71,72
"49762",47547,78,79,2,2,17,77,56,74,76,70,74,59,73,73,74,78,78,69,77,74,87,72,78,79,83,79,82,74,68,69,81,81,78,11,10,9,8,16
"28494",47551,70,78,3,6,11,61,66,60,67,NA,74,NA,50,52,73,87,85,NA,74,NA,62,NA,74,65,60,52,69,76,NA,70,23,23,NA,7,23,52,23,23
"19952",47552,69,72,3,5,17,63,71,64,63,56,73,73,55,47,74,79,78,76,66,70,72,59,55,67,70,39,23,65,62,64,20,34,32,12,5,10,9,6
"21790",47553,64,64,3,5,17,46,41,67,56,29,45,41,31,57,57,54,54,56,63,44,67,76,55,83,46,62,62,31,49,53,60,63,62,16,12,6,6,16
"28581",47555,72,73,3,5,17,43,76,68,62,69,67,66,65,41,74,68,68,72,69,70,71,72,68,83,64,73,47,76,70,77,34,40,34,6,7,11,11,9
"83294",47558,76,78,3,5,17,68,58,44,84,38,77,58,50,75,77,67,63,79,82,91,63,78,79,56,60,63,74,67,72,52,60,74,66,10,13,12,6,8
"158392",47559,65,65,3,5,17,11,15,12,24,14,14,12,11,25,23,52,50,63,68,46,23,64,28,56,15,27,24,13,25,19,14,12,17,65,63,52,64,70
"55717",47563,75,77,3,2,17,62,70,50,71,63,79,70,59,58,79,83,78,93,71,85,72,78,68,55,72,70,30,68,77,66,36,43,31,6,6,7,12,8
"76475",47564,72,73,2,5,17,70,63,56,73,70,72,78,69,67,77,77,69,75,70,69,75,69,69,69,75,46,43,70,74,69,22,40,38,12,10,14,6,13
"4819",47565,77,77,2,2,17,80,45,59,74,32,72,73,38,73,79,75,78,78,72,69,57,68,84,69,71,69,80,58,61,49,75,77,79,16,10,8,12,6
"53549",47566,75,75,3,5,17,15,14,14,19,13,11,19,15,22,23,52,53,53,77,54,25,71,42,58,14,51,26,14,50,22,18,14,11,77,78,75,70,76
"129306",47575,67,67,3,5,15,54,58,68,68,29,66,43,64,63,67,76,68,82,72,55,68,81,91,64,60,65,51,67,65,54,63,64,61,7,10,12,7,16
"83983",49269,64,64,3,5,17,62,60,46,63,57,64,64,58,54,65,76,67,73,56,75,61,70,62,56,64,44,36,63,66,56,24,26,23,9,14,9,12,8
"146165",49451,68,68,3,5,17,69,57,62,67,54,64,74,54,65,66,61,58,60,66,57,71,64,69,68,61,71,69,63,59,48,66,71,72,7,12,13,7,12
"177669",49541,69,69,3,5,17,8,15,9,24,7,14,9,4,25,15,36,42,32,70,35,23,72,31,59,6,11,15,10,37,22,11,10,10,70,68,66,67,72
"13941",49543,79,79,2,5,15,51,25,78,60,30,59,51,36,58,57,69,73,69,64,54,71,74,70,87,46,70,82,30,28,39,84,84,83,5,3,5,4,4
"148219",49550,67,67,3,2,15,54,59,69,70,59,65,55,48,67,68,69,72,67,71,74,80,82,82,75,60,86,64,66,62,63,65,66,67,8,6,8,6,10
"25296",49562,60,66,3,2,17,43,61,48,53,56,58,37,56,41,58,67,68,57,61,71,64,62,67,73,53,72,18,61,54,69,15,17,14,12,14,8,11,12
"37594",49571,72,72,3,5,17,68,27,70,62,50,64,44,32,57,63,76,71,63,74,81,37,78,79,71,54,77,75,58,63,54,73,76,75,10,15,13,9,11
"119877",49585,70,72,3,5,17,42,19,72,67,18,22,29,44,43,52,62,66,41,67,33,44,49,69,80,19,52,75,24,49,53,70,77,69,12,13,15,12,7
"146297",49586,83,84,3,5,17,14,11,14,25,11,15,18,11,26,24,38,47,39,85,36,24,72,32,79,9,36,23,11,42,21,12,12,10,83,83,51,84,87
"63585",49672,68,68,3,5,17,73,70,65,64,70,65,76,71,53,69,70,64,74,66,71,79,80,66,67,75,58,45,61,61,62,24,30,19,15,8,10,15,5
"47726",49677,85,85,3,2,17,70,85,89,77,82,81,75,77,50,83,74,78,82,85,59,85,88,90,74,78,82,48,87,77,82,24,45,27,12,5,13,13,10
"135604",49692,67,68,2,2,17,64,60,60,71,60,65,66,66,66,72,77,74,76,54,73,66,58,78,59,69,33,66,66,63,61,54,58,45,7,6,10,11,16
"7178",49709,72,72,3,5,15,30,16,71,56,18,35,27,30,49,52,41,46,43,67,47,50,73,73,83,25,81,70,31,37,32,75,75,72,15,9,9,16,6
"173030",49711,61,64,3,2,17,39,60,67,44,58,54,31,48,26,55,82,81,76,60,71,59,72,68,76,43,65,39,61,46,57,10,14,16,16,16,14,6,16
"58841",49825,77,78,3,2,17,60,77,76,74,80,77,70,49,57,80,72,78,67,79,59,79,61,73,78,75,77,38,78,69,75,22,30,23,7,10,10,10,9
"178571",49833,68,68,3,5,17,27,30,69,61,34,44,71,72,59,50,33,33,33,69,39,73,84,73,89,55,73,68,32,43,58,65,64,62,8,9,12,11,7
"52805",49836,80,80,3,2,17,74,75,70,75,61,86,84,79,58,84,86,78,89,78,83,59,73,63,45,78,54,31,75,74,75,18,37,25,12,7,15,16,15
"110477",49847,74,74,3,5,17,74,52,63,78,66,72,83,82,75,78,68,62,79,70,94,82,74,83,58,80,72,77,57,73,66,75,67,68,2,2,2,2,2
"111549",49851,69,69,2,5,17,61,43,53,69,59,64,72,73,77,67,61,52,70,64,74,82,60,78,82,74,66,73,59,62,63,63,66,64,12,9,15,11,16
"137612",49860,75,75,2,2,17,77,54,52,73,63,76,72,62,71,74,88,86,79,72,80,87,74,88,68,76,72,70,70,62,66,70,76,74,7,11,15,7,6
"108922",49866,74,74,2,5,15,56,27,52,74,53,65,59,47,70,71,74,66,76,74,73,75,69,79,66,69,84,82,52,65,39,65,79,77,13,10,9,15,10
"65809",49885,72,72,3,5,17,59,45,69,71,28,62,28,47,73,64,67,69,73,70,73,58,76,69,75,46,83,68,51,62,45,75,73,72,10,9,11,13,14
"54961",49897,66,71,3,5,17,65,49,56,70,61,61,59,56,67,66,74,69,71,61,77,69,55,76,67,66,72,67,66,66,52,58,60,56,12,7,11,9,11
"17410",49939,85,85,3,2,15,76,75,76,83,78,81,76,68,79,83,79,76,75,87,77,83,82,93,75,80,90,88,78,79,86,76,88,89,4,2,4,2,4
"25696",49940,74,74,3,2,15,70,46,59,76,62,68,68,68,75,74,78,74,76,74,82,76,68,89,68,68,80,78,68,72,64,69,76,78,10,12,8,7,14
"61662",49970,81,81,3,4,15,55,31,74,78,61,60,35,45,76,74,77,76,73,83,92,65,90,93,81,59,90,86,56,74,62,80,84,83,14,7,9,6,6
"61974",50027,72,72,3,4,15,61,51,37,79,46,57,61,60,77,69,53,60,63,70,69,83,70,78,76,68,82,75,74,71,58,67,70,65,13,12,9,8,9
"90475",50044,65,65,2,2,16,57,65,69,59,61,65,50,54,48,63,68,71,68,66,53,66,79,60,70,64,72,14,60,51,49,15,16,12,14,7,6,14,9
"8486",50047,86,87,3,2,15,77,83,65,79,78,88,78,78,73,85,88,84,90,84,87,82,85,85,66,79,80,42,85,78,77,30,39,35,10,10,15,12,13
"71270",50048,74,74,3,2,17,72,79,62,74,67,74,72,75,69,77,67,69,77,77,76,75,67,74,79,74,68,48,77,78,74,35,40,33,10,10,7,9,15
"39598",50051,69,69,3,5,17,12,12,11,23,13,11,14,18,22,25,34,37,44,63,26,17,62,26,72,12,44,24,15,34,15,14,11,12,70,68,66,72,68
"130958",50055,65,65,3,4,15,38,20,65,50,31,24,25,35,53,45,59,58,54,61,65,73,75,55,84,49,80,60,32,51,48,64,64,62,13,8,5,15,6
"40188",50065,78,79,3,5,17,11,10,15,36,12,12,10,13,32,32,34,34,44,70,50,35,75,29,38,12,20,25,16,40,26,10,13,12,83,71,78,77,84
"90143",50074,72,72,3,2,17,76,56,54,74,66,80,74,59,70,78,88,86,90,68,86,76,68,68,68,72,71,68,70,60,67,66,70,74,7,13,10,9,9
"9435",50104,67,67,3,5,17,62,59,68,68,59,70,73,72,65,71,49,47,73,65,71,74,76,80,57,71,47,29,58,70,52,35,44,39,6,12,6,9,15
"75280",50160,64,64,3,5,16,33,65,70,51,64,58,36,51,34,62,67,72,46,55,64,71,71,47,72,60,63,31,64,57,59,13,24,11,14,15,13,10,13
"148253",50189,77,77,2,2,17,82,69,62,80,74,85,79,78,78,85,64,67,74,75,56,78,74,69,76,76,65,53,75,73,64,46,59,55,5,11,11,14,10
"3006",50345,78,78,3,5,17,68,78,86,71,74,74,68,48,54,76,82,84,75,77,68,77,91,74,76,64,58,44,78,65,72,23,33,28,9,14,13,14,6
"60283",50373,67,68,3,5,15,71,49,62,64,57,63,69,68,69,67,64,66,81,69,62,73,66,78,74,60,79,66,54,63,68,60,65,59,8,10,15,5,12
"30430",50395,66,72,3,5,17,62,22,71,63,31,64,33,23,54,65,63,55,59,59,56,51,62,67,80,33,70,68,47,58,43,65,70,68,5,5,6,7,8
"33387",50449,69,69,3,5,17,72,54,50,73,66,74,74,70,70,78,66,65,74,66,75,74,58,80,57,74,52,40,68,73,66,29,38,38,15,10,11,15,9
"141804",50473,76,76,3,5,17,79,68,56,76,72,75,82,80,78,79,69,69,79,75,68,82,55,72,56,78,68,50,75,77,80,60,60,48,7,11,15,7,7
"27530",50638,78,79,3,5,17,78,66,53,84,68,72,69,76,82,82,83,73,80,70,79,80,60,89,59,73,58,43,78,85,88,57,65,60,15,7,12,8,13
"146982",50651,70,70,2,5,17,25,25,25,25,25,25,25,25,31,24,48,49,55,79,31,25,53,35,61,25,38,25,25,25,25,25,25,25,70,68,59,67,74
"8444",50657,64,64,3,5,17,71,33,60,71,53,63,60,29,63,59,72,70,75,61,78,61,79,90,68,55,55,62,56,41,38,48,64,65,13,8,5,13,9
"48129",50661,78,80,3,5,17,71,76,58,74,81,83,72,68,64,80,85,84,86,79,83,77,78,78,55,76,60,25,77,75,70,23,36,36,13,13,10,8,10
"29536",50669,70,70,3,5,17,14,18,15,35,15,20,13,25,23,20,44,34,68,64,42,19,74,34,66,15,29,20,11,36,21,15,14,12,73,69,59,68,75
"43973",51321,63,63,3,5,17,59,38,21,65,40,64,59,67,68,65,70,66,78,69,79,61,62,63,34,50,38,27,52,68,68,22,18,19,8,13,14,15,11
"64132",51341,69,69,3,5,17,75,47,61,66,48,68,79,77,65,71,74,76,73,67,68,74,70,80,70,67,72,64,59,55,61,64,65,67,7,9,8,9,11
"81819",51348,65,68,3,5,15,43,39,50,71,48,59,41,42,69,69,78,68,78,61,78,57,49,78,58,56,67,69,67,65,36,55,51,61,6,6,11,8,10
"75046",51360,83,83,3,2,17,61,86,85,72,83,79,73,46,63,81,77,85,81,83,58,82,88,82,87,70,83,47,84,72,70,27,47,33,15,5,12,14,14
"90589",51371,68,70,3,5,16,57,61,48,64,59,75,55,72,61,74,88,84,74,66,69,60,70,61,60,72,41,33,64,66,63,25,24,28,15,13,14,14,8
"49527",51409,71,74,2,5,17,69,48,70,72,37,63,58,41,66,66,68,75,60,64,60,63,75,79,78,55,70,71,63,54,52,70,73,74,7,7,12,10,10
"91398",51423,61,68,3,5,17,60,57,53,63,53,62,57,58,57,63,66,68,69,61,63,68,70,61,58,58,57,33,69,61,59,44,51,30,13,10,12,10,10
"67006",51509,64,64,2,5,17,52,47,59,60,21,60,33,34,60,65,77,78,72,56,53,20,78,75,77,25,77,60,36,43,39,63,63,59,11,5,9,12,13
"89079",51545,79,81,3,2,17,48,80,86,69,73,75,53,52,40,76,76,77,72,73,48,85,67,68,91,70,72,33,82,53,62,25,23,13,13,13,7,5,14
"36071",51553,83,85,2,5,16,62,85,73,75,76,84,62,68,62,81,88,89,78,82,64,83,74,72,73,83,60,22,84,74,75,15,24,12,7,15,9,5,13
"99754",51825,64,69,3,1,2,57,62,59,53,NA,73,NA,49,54,66,77,81,NA,67,NA,60,NA,69,60,52,33,54,57,NA,57,21,21,NA,2,21,54,21,21
"92176",51841,70,70,2,5,17,71,49,71,67,54,65,70,50,70,66,67,76,68,68,62,59,77,74,67,57,75,70,59,61,57,68,71,72,16,13,9,13,6
"96450",51949,82,82,3,5,17,11,15,11,30,11,16,11,15,37,19,61,52,69,80,60,21,83,41,65,13,32,20,16,54,25,12,14,14,83,78,70,79,85
"27046",51953,77,77,3,2,17,62,67,65,78,72,71,68,69,79,77,64,65,70,78,59,80,65,84,78,78,68,74,76,75,75,64,73,62,9,16,7,9,13
"176620",52004,73,79,2,5,15,76,42,67,74,32,73,67,58,69,75,77,78,75,80,71,59,75,80,67,57,75,69,68,73,44,69,66,73,9,9,6,6,7
"84578",52054,72,72,3,5,15,64,46,45,71,45,58,51,45,74,69,62,65,62,64,74,62,68,77,77,43,78,76,48,66,56,68,73,71,11,8,7,13,12
"39884",52133,83,83,3,2,17,68,56,83,78,67,70,70,76,76,79,72,73,74,79,56,74,82,71,77,71,84,80,54,68,75,81,85,84,11,12,10,7,14
"148055",52160,67,67,3,5,17,20,12,16,23,24,13,16,18,33,18,57,52,54,55,62,22,61,43,58,10,42,25,20,55,21,13,17,14,70,65,74,65,73
"173556",52243,75,75,3,5,15,69,58,59,79,60,71,50,52,78,76,75,71,72,74,80,77,91,83,72,70,81,75,65,73,46,74,78,75,12,12,11,8,12
"137103",52265,74,74,3,4,15,42,54,76,63,13,33,38,32,57,49,22,24,21,72,32,63,71,59,85,30,82,76,28,16,55,76,77,75,11,15,10,14,6
"153387",52280,71,71,3,5,17,67,69,38,71,68,74,68,68,69,74,68,67,70,67,72,66,65,32,57,70,43,26,70,69,64,19,26,28,14,9,9,10,6
"83924",52490,71,71,3,2,17,67,66,60,68,70,77,65,55,60,74,86,87,77,69,65,82,75,74,81,55,78,34,65,60,61,51,43,42,13,13,12,14,6
"79760",52563,77,79,3,2,15,72,70,47,72,64,83,72,64,66,80,90,88,84,70,77,76,69,79,69,68,40,25,73,73,68,24,38,20,11,11,12,15,12
"48376",56576,72,72,3,5,15,60,51,45,68,59,60,61,56,65,66,70,63,67,71,70,63,82,80,69,55,82,82,61,57,64,73,74,70,8,10,12,8,16
"178695",56585,76,76,3,5,15,65,42,47,73,62,62,64,69,74,72,79,68,85,71,85,74,72,92,67,69,86,85,60,60,59,72,76,82,9,5,11,6,6
"44370",56593,65,74,2,6,18,73,38,32,62,NA,36,NA,44,57,51,67,69,NA,63,NA,38,NA,69,71,27,72,69,62,NA,71,69,71,NA,5,22,57,22,22
"180013",56600,76,76,3,4,15,60,60,64,70,63,71,60,53,68,72,76,73,74,75,70,72,81,86,74,68,87,74,59,65,62,75,85,82,10,12,8,10,9
"70250",56654,67,72,2,2,17,64,65,50,66,69,68,69,58,53,74,79,76,79,67,79,71,65,78,62,69,63,36,67,53,63,25,30,24,13,14,12,11,14
"43951",56678,86,86,3,5,15,55,42,92,77,47,53,49,51,69,73,68,69,62,83,58,67,88,73,78,43,84,86,48,52,50,86,86,89,6,8,15,5,15
"65712",56686,77,77,2,2,16,74,73,55,70,63,83,72,69,61,80,80,77,78,81,83,72,68,61,57,74,53,40,80,71,64,23,42,37,9,16,15,10,14
"88633",56706,71,81,3,1,2,63,78,71,72,NA,67,NA,66,56,72,73,69,NA,53,NA,75,NA,70,72,73,53,66,78,NA,68,21,26,NA,16,23,56,23,23
"52934",56816,63,67,3,1,2,47,58,48,72,53,71,49,68,71,70,67,61,64,61,52,44,50,72,69,42,43,47,54,66,41,27,37,33,13,8,8,11,10
"159177",56819,71,71,3,2,15,64,73,55,70,55,78,53,66,56,79,78,75,77,75,88,65,71,67,47,66,59,24,79,63,63,21,25,24,5,5,10,12,9
"55763",56829,82,82,3,5,17,15,10,12,44,10,25,14,10,47,23,60,63,68,81,62,25,84,45,68,10,32,23,13,58,24,17,16,16,83,79,75,81,86
"34548",56846,70,70,3,2,17,73,44,50,57,47,67,65,69,56,73,70,75,77,71,71,61,77,70,71,45,64,73,57,60,48,69,68,72,8,14,15,13,14
"30694",56852,65,71,3,5,16,44,68,69,56,57,63,42,43,41,61,74,73,62,64,61,71,42,64,73,62,58,15,66,54,69,15,18,14,7,11,9,9,5
"33991",56867,72,72,2,5,16,75,62,52,73,68,73,68,69,68,75,76,70,77,78,70,69,64,72,66,66,50,46,70,73,68,46,40,35,11,13,6,16,14
"43726",56868,57,57,3,2,17,50,49,51,60,43,55,39,41,58,61,65,61,63,51,81,51,49,63,57,42,52,61,61,55,51,54,51,52,1,1,1,1,1
"62999",56879,66,73,3,1,2,65,45,68,65,NA,66,NA,57,57,69,70,71,NA,72,NA,62,NA,68,73,59,75,68,66,NA,72,62,59,NA,5,22,57,22,22
"47595",56895,63,64,2,5,17,60,57,54,60,48,65,62,57,56,66,66,65,65,65,73,64,76,67,70,60,71,60,56,62,54,62,66,61,6,5,12,10,11
"18035",56916,80,80,3,5,17,64,58,84,75,59,70,51,58,75,70,72,74,66,74,58,70,90,76,88,59,80,78,54,66,57,75,83,77,6,14,15,13,11
"183868",56929,66,72,2,4,17,37,17,78,52,19,39,30,25,48,52,52,53,35,48,41,46,61,60,85,39,76,56,19,38,47,66,69,61,13,14,8,8,14
"34899",56932,64,66,3,5,17,57,64,56,63,57,64,60,49,60,63,82,77,78,60,76,66,73,71,59,58,34,36,63,64,48,36,43,30,12,5,5,12,5
"87551",56952,73,73,3,5,17,75,29,65,73,32,73,68,51,67,75,71,74,71,67,66,62,70,76,69,44,79,74,68,57,45,73,76,75,15,11,11,11,7
"49701",56961,71,73,3,5,17,52,72,72,64,68,70,64,60,44,74,77,73,86,70,81,75,75,55,56,56,50,32,70,68,65,24,32,32,5,8,5,7,12
"26267",56972,76,76,2,2,17,60,47,70,76,43,70,52,58,76,76,66,67,62,73,53,72,75,84,87,73,81,77,57,68,62,65,79,66,11,6,7,13,7
"111175",56992,68,68,3,5,15,52,41,48,71,54,66,58,46,69,69,54,57,63,70,52,70,53,75,63,65,76,69,61,68,52,60,67,63,8,9,10,12,5
"159731",57003,71,75,2,5,17,40,74,74,48,68,71,68,64,40,70,69,72,72,68,49,77,72,69,77,66,66,20,66,58,66,26,21,14,11,15,11,8,9
"12799",57057,61,61,2,5,17,27,38,69,46,36,34,37,37,43,50,44,46,52,50,51,38,51,42,76,30,65,59,32,45,41,60,64,59,5,6,10,6,5
"9515",57067,73,73,3,5,15,74,51,66,76,69,71,73,69,74,74,75,74,72,75,70,74,72,75,68,72,83,79,73,69,65,71,77,79,8,8,6,12,15
"121578",57071,79,79,3,2,17,78,63,67,76,61,77,70,64,74,77,77,76,76,79,83,81,76,88,68,69,92,79,74,69,69,78,82,83,16,8,6,10,9
"25961",57076,70,74,3,2,16,68,52,58,75,60,74,72,80,70,76,48,66,65,65,60,74,65,61,75,70,79,55,65,76,66,42,66,66,10,11,12,14,7
"61555",57078,69,69,3,5,15,65,26,69,62,21,58,55,52,50,67,69,80,67,64,63,65,90,74,72,24,72,70,55,49,68,69,71,70,8,14,15,14,7
"148200",57082,68,72,3,5,15,52,42,72,65,48,66,56,40,62,64,71,77,52,64,61,67,75,78,86,55,84,71,52,53,49,68,71,68,9,11,8,5,8
"83126",57103,64,64,3,5,17,46,65,79,53,66,46,62,47,47,54,31,33,28,64,31,74,27,72,90,59,60,43,75,51,62,19,14,16,8,8,12,14,13
"153272",57114,62,62,3,4,17,62,45,56,70,44,58,70,70,70,64,62,49,67,64,60,64,32,68,66,58,68,52,48,72,48,50,58,56,5,13,11,6,10
"132319",57123,72,76,3,5,15,61,46,67,78,51,67,60,61,76,75,59,67,62,69,66,61,67,74,69,69,62,73,63,69,51,58,68,64,4,10,13,6,13
"12034",57124,75,76,3,5,17,69,61,56,79,69,77,72,70,77,79,76,76,76,72,74,70,68,78,72,71,71,69,69,78,68,56,62,62,5,5,5,5,5
"33066",58294,71,71,3,5,16,70,72,79,69,73,68,66,57,59,71,69,71,67,79,63,78,83,87,77,63,77,36,77,69,82,39,49,42,16,14,9,16,8
"121049",58346,81,81,2,2,17,81,80,54,83,79,82,76,69,69,83,75,73,77,83,76,79,69,83,72,78,65,39,84,80,84,35,38,34,12,7,5,13,9
"71952",58351,79,79,2,2,17,82,64,44,75,53,87,84,64,60,78,92,85,94,81,93,80,73,68,38,77,42,41,81,76,56,32,34,40,6,6,11,8,7
"165217",58354,78,79,3,5,15,54,48,81,75,49,42,40,53,72,65,55,76,33,77,49,76,54,91,87,66,85,83,47,60,50,79,81,79,15,13,14,7,15
"29046",58358,64,65,2,5,17,61,21,60,60,41,58,65,35,60,63,67,65,62,63,60,54,68,71,70,27,66,66,43,43,44,63,64,65,13,8,7,14,6
"128766",58362,63,67,3,5,17,50,63,48,58,65,70,59,41,40,64,80,82,84,63,76,64,46,66,55,56,43,21,64,57,62,13,17,13,6,13,5,5,14
"164385",58485,74,76,3,2,16,74,58,50,75,70,78,76,74,67,81,78,72,75,72,77,70,60,69,58,77,55,19,65,73,75,20,32,20,12,5,12,10,15
"86993",58486,59,63,3,5,15,54,25,62,59,25,51,52,25,49,53,68,71,59,43,71,43,70,70,71,25,63,57,40,26,33,57,59,61,14,12,5,7,15
"112856",58491,66,66,3,4,17,32,29,65,51,31,27,33,27,48,45,52,67,39,62,37,54,57,61,83,21,78,66,24,39,29,65,67,65,16,9,15,8,14
"22044",58499,75,75,2,5,17,81,48,68,79,61,62,62,59,69,74,77,74,73,72,80,68,82,72,75,61,83,75,60,55,49,77,73,78,16,15,14,8,14
"120017",59582,67,70,3,5,17,54,21,69,60,25,40,42,25,62,56,63,55,55,65,52,38,74,34,75,25,65,68,44,49,37,63,70,67,7,6,8,6,8
"91301",59595,77,77,3,5,15,63,39,69,77,50,64,47,49,71,74,69,72,66,76,66,73,78,92,79,39,83,80,60,64,59,76,80,74,9,13,10,9,14
"50990",62358,76,76,3,4,15,30,29,75,56,25,61,25,43,62,64,35,34,41,67,39,59,73,76,91,40,80,82,30,36,55,83,77,69,15,12,13,14,15
"104971",62359,55,62,3,5,17,49,42,43,52,43,60,48,37,42,57,67,72,65,54,62,60,65,64,70,47,47,23,45,46,42,21,31,29,6,15,13,12,9
"140015",62382,60,60,3,2,17,52,52,52,59,39,64,51,67,53,63,64,63,58,62,71,55,72,70,64,48,64,53,59,57,61,52,56,45,7,9,13,10,8
"114434",62388,60,64,3,5,17,57,52,51,72,46,63,57,58,62,54,63,64,55,54,60,52,54,73,64,57,55,54,57,64,41,50,55,51,10,7,6,7,15
"16601",63520,72,73,2,5,17,76,40,69,74,52,72,69,40,68,73,86,85,75,66,58,66,73,75,72,50,66,62,64,50,49,66,71,70,10,9,6,8,10
"169273",66578,69,71,3,5,17,43,71,60,69,63,71,49,40,35,71,75,79,78,69,70,69,71,67,64,64,53,27,71,42,50,15,21,16,13,8,8,9,7
"21037",66583,67,67,3,5,17,53,68,72,68,52,57,45,46,49,63,58,60,52,68,61,72,61,65,85,59,64,34,71,64,66,14,21,15,1,1,1,1,1
"91252",66633,65,66,2,5,17,59,24,64,66,28,56,56,32,56,58,65,67,68,61,66,58,90,70,71,36,74,65,55,44,48,67,68,65,8,9,9,11,14
"92478",66723,63,65,3,5,17,49,37,59,63,35,57,48,66,68,63,52,54,63,62,65,65,64,70,63,65,54,63,45,66,52,61,66,63,12,13,7,14,15
"149762",66753,65,67,3,5,17,65,65,61,68,64,67,63,56,62,66,84,80,90,53,80,69,82,72,56,63,51,43,65,61,68,41,43,42,12,9,12,10,15
"104482",66757,75,77,3,5,17,11,11,11,15,9,10,11,15,20,19,42,42,50,73,56,14,66,34,56,14,31,21,16,46,20,11,10,13,75,72,74,75,78
"138542",66888,53,58,3,6,18,28,18,63,63,42,29,28,27,32,52,52,54,41,34,57,52,66,51,59,18,45,54,43,39,32,52,63,53,7,10,6,14,14
"160428",66890,77,77,2,2,15,82,66,68,78,65,80,76,61,78,78,78,84,74,78,76,84,71,90,78,78,76,72,78,70,55,64,78,76,5,12,14,10,5
"36157",66891,59,65,3,1,2,57,38,52,63,47,63,48,57,61,61,67,68,62,63,56,64,60,63,56,56,57,56,54,58,59,51,52,43,8,8,10,8,12
"109202",66895,55,57,2,7,19,58,48,54,61,56,61,41,47,64,53,53,56,48,51,57,54,49,50,52,57,56,39,49,43,44,51,49,36,15,10,15,6,11
"103921",66902,59,66,3,1,2,13,13,10,15,12,14,10,13,22,12,55,54,45,60,70,46,61,44,57,13,41,21,15,34,22,12,11,10,51,58,52,62,65
"81250",66905,60,62,2,5,17,36,30,51,61,45,56,20,40,54,60,69,65,56,59,64,52,73,66,71,32,61,60,34,55,30,55,64,53,14,15,8,5,8
"50451",66907,55,68,3,7,19,48,51,50,62,40,47,54,43,61,63,66,67,61,58,60,62,58,65,57,38,53,32,40,47,39,52,56,50,15,13,14,12,6
"19723",66929,63,63,3,4,17,42,24,68,64,41,53,32,47,63,54,53,34,57,60,55,68,52,45,75,35,64,63,26,56,43,60,63,62,11,15,14,10,15
"29582",66930,53,57,2,5,17,44,32,50,57,35,51,40,46,51,57,62,64,58,59,63,61,63,71,56,43,56,51,46,43,54,47,51,41,12,7,9,7,14
"129221",66933,57,57,2,5,17,47,42,53,68,53,61,32,66,57,60,64,63,56,58,65,71,58,47,66,61,63,50,58,55,30,47,57,55,10,8,10,6,15
"111703",66934,63,63,3,5,15,54,56,64,65,46,59,65,57,62,63,70,62,61,59,59,58,62,63,59,62,64,58,63,68,60,54,57,48,6,11,16,12,13
"65016",66939,56,62,3,3,13,44,55,43,58,42,54,51,54,53,63,67,74,64,55,59,61,53,63,53,45,48,40,45,42,56,30,41,36,6,9,9,13,10
"147115",66940,78,78,3,2,17,76,79,76,75,76,81,79,68,59,76,69,73,67,75,78,84,81,77,90,73,86,27,76,65,68,21,51,24,13,13,12,8,11
"15441",66982,66,66,2,2,17,55,56,47,61,52,67,72,77,51,66,63,67,72,56,81,77,71,70,51,67,57,42,73,66,72,32,35,24,10,5,15,15,7
